origin,type_origin,destination,tipo_destination,distance_euclidiane,distance_geo
L6,washing,P6,producer,0,11.686
L6,washing,P7,producer,0,10.684
L6,washing,P8,producer,0,13.29
L6,washing,P9,producer,0,11.934
L6,washing,P10,producer,0,11.879
L6,washing,P11,producer,0,11.9
L6,washing,P12,producer,0,13.626
L6,washing,P13,producer,0,12.071
L6,washing,P14,producer,0,9.58
L6,washing,P15,producer,0,9.605
L6,washing,P16,producer,0,9.619
L6,washing,P17,producer,0,9.457
L6,washing,P18,producer,0,9.033
L6,washing,P19,producer,0,7.327
L6,washing,P20,producer,0,7.185
L6,washing,P21,producer,0,7.369
L6,washing,P22,producer,0,7.257
L6,washing,P23,producer,0,6.723
L6,washing,P24,producer,0,6.812
L6,washing,P25,producer,0,6.987
L6,washing,P26,producer,0,6.933
L6,washing,P27,producer,0,6.933
L6,washing,P28,producer,0,6.841
L6,washing,P29,producer,0,6.239
L6,washing,P30,producer,0,6.239
L6,washing,P31,producer,0,7.28
L6,washing,P32,producer,0,7.28
L6,washing,P33,producer,0,9.46
L6,washing,P34,producer,0,3.343
L6,washing,P35,producer,0,3.826
L6,washing,P36,producer,0,3.568
L6,washing,P37,producer,0,3.186
L6,washing,P38,producer,0,8.265
L6,washing,P39,producer,0,1.25
L6,washing,P40,producer,0,1.315
L6,washing,P41,producer,0,4.413
L6,washing,P42,producer,0,6.779
L6,washing,P43,producer,0,18.146
L6,washing,P44,producer,0,18.142
L6,washing,P45,producer,0,17.591
L6,washing,P46,producer,0,18.992
L6,washing,P47,producer,0,18.235
L6,washing,P48,producer,0,26.407
L6,washing,P49,producer,0,26.407
L6,washing,P50,producer,0,26.407
L6,washing,P51,producer,0,23.587
L6,washing,P52,producer,1,306.178
L6,washing,P53,producer,2,452.756
L6,washing,P54,producer,2,541.781
L6,washing,P55,producer,2,438.485
L6,washing,P56,producer,2,438.461
L6,washing,P57,producer,2,438.799
L6,washing,P58,producer,2,437.535
L6,washing,P59,producer,3,449.41
L6,washing,P60,producer,2,440.112
L6,washing,P61,producer,2,435.664
L6,washing,P62,producer,2,439.233
L6,washing,P63,producer,2,435.676
L6,washing,P64,producer,2,437.184
L6,washing,P65,producer,2,441.696
L6,washing,P66,producer,2,436.861
L6,washing,P67,producer,2,425.832
L6,washing,P68,producer,2,423.485
L7,washing,P1,producer,2,440.489
L7,washing,P2,producer,0,31.432
L7,washing,P3,producer,0,31.432
L7,washing,P4,producer,0,31.962
L7,washing,P5,producer,0,32.165
L7,washing,P6,producer,0,22.262
L7,washing,P7,producer,0,21.26
L7,washing,P8,producer,0,23.866
L7,washing,P9,producer,0,22.509
L7,washing,P10,producer,0,22.455
L7,washing,P11,producer,0,22.476
L7,washing,P12,producer,0,24.202
L7,washing,P13,producer,0,22.647
L7,washing,P14,producer,0,20.156
L7,washing,P15,producer,0,20.181
L7,washing,P16,producer,0,20.195
L7,washing,P17,producer,0,20.033
L7,washing,P18,producer,0,19.609
L7,washing,P19,producer,0,19.344
L7,washing,P20,producer,0,19.202
L7,washing,P21,producer,0,11.957
L7,washing,P22,producer,0,19.273
L7,washing,P23,producer,0,17.651
L7,washing,P24,producer,0,17.741
L7,washing,P25,producer,0,19.182
L7,washing,P26,producer,0,19.128
L7,washing,P27,producer,0,19.128
L7,washing,P28,producer,0,19.036
L7,washing,P29,producer,0,18.075
L7,washing,P30,producer,0,18.075
L7,washing,P31,producer,0,19.795
L7,washing,P32,producer,0,19.795
L7,washing,P33,producer,0,7.018
L7,washing,P34,producer,0,13.125
L7,washing,P35,producer,0,11.749
L7,washing,P36,producer,0,17.113
L7,washing,P37,producer,0,13.287
L7,washing,P38,producer,0,7.816
L7,washing,P39,producer,0,14.264
L7,washing,P40,producer,0,14.303
L7,washing,P41,producer,0,11.387
L7,washing,P42,producer,0,9.896
L7,washing,P43,producer,0,4.123
L7,washing,P44,producer,0,4.118
L7,washing,P45,producer,0,5.255
L7,washing,P46,producer,0,5.31
L7,washing,P47,producer,0,4.554
L7,washing,P48,producer,0,14.939
L7,washing,P49,producer,0,14.939
L7,washing,P50,producer,0,14.939
L7,washing,P51,producer,0,12.119
L7,washing,P52,producer,1,303.461
L7,washing,P53,producer,2,450.039
L7,washing,P54,producer,2,539.064
L7,washing,P55,producer,3,449.061
L7,washing,P56,producer,3,449.037
L7,washing,P57,producer,3,449.375
L7,washing,P58,producer,3,448.111
L7,washing,P59,producer,3,459.986
L7,washing,P60,producer,3,450.688
L7,washing,P61,producer,3,446.24
L7,washing,P62,producer,3,449.809
L7,washing,P63,producer,3,446.252
L7,washing,P64,producer,3,447.76
L7,washing,P65,producer,3,452.272
L7,washing,P66,producer,3,447.437
L7,washing,P67,producer,2,436.408
L7,washing,P68,producer,2,434.06
